,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU02628,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02629,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaeromusa-Anaeroarcus,NA
OTU02630,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
OTU02631,Bacteria,WS2,NA,NA,NA,NA,NA
OTU02632,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,[Anaerorhabdus] furcosa group,NA
OTU02633,Bacteria,Patescibacteria,WWE3,NA,NA,NA,NA
OTU02634,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Macromonas,NA
OTU02635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Camelimonas,NA
OTU02636,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,NA,NA
OTU02637,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Limnolyngbya CHAB4449,circumcreta
OTU02638,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Microcystis PCC-7914,NA
OTU02639,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU02640,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
OTU02641,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,NA,NA
OTU02642,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02643,Bacteria,NA,NA,NA,NA,NA,NA
OTU02644,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Qingshengfania,NA
OTU02645,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02646,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU02647,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
OTU02648,Bacteria,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,NA
OTU02649,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,NA
OTU02650,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU02651,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina,NA
OTU02652,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,NA
OTU02653,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU02654,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
OTU02655,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Fastidiosipila,NA
OTU02656,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
OTU02657,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
OTU02658,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU02659,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,NA,NA
OTU02660,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,NA,NA,NA
OTU02661,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU02662,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU02663,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU02664,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,NA
OTU02665,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rs-E47 termite group,GWE2-42-42,NA
OTU02666,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,NA,NA
OTU02667,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
OTU02668,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
OTU02669,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,NA
OTU02670,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU02671,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
OTU02672,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
OTU02673,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,NA
OTU02674,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,NA
OTU02675,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,NA
OTU02676,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
OTU02677,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
OTU02678,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea,NA
OTU02679,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter,NA
OTU02680,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU02681,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
OTU02682,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
OTU02683,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
OTU02684,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU02685,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
OTU02686,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
OTU02687,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Aphanizomenon NIES81,NA
OTU02688,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio,NA
OTU02689,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU02690,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Asaccharobacter,NA
OTU02691,Bacteria,NA,NA,NA,NA,NA,NA
OTU02692,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
OTU02693,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
OTU02694,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
OTU02695,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
OTU02696,Bacteria,Chloroflexi,NA,NA,NA,NA,NA
OTU02697,Bacteria,Acidobacteriota,Blastocatellia,NA,NA,NA,NA
OTU02698,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
OTU02699,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,NA
OTU02700,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU02701,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
OTU02702,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5 gut group,NA
OTU02703,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,NA
OTU02704,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
OTU02705,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Finniella,NA
OTU02706,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02707,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
OTU02708,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
OTU02709,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaeromusa-Anaeroarcus,NA
OTU02710,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU02711,Bacteria,NA,NA,NA,NA,NA,NA
OTU02712,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
OTU02713,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU02714,Bacteria,WS1,NA,NA,NA,NA,NA
OTU02715,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,NA,NA
OTU02716,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter,NA
OTU02717,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02718,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,NA,NA
OTU02719,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
OTU02720,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
OTU02721,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,NA
OTU02722,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02723,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Membranicola,NA
OTU02724,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02725,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
OTU02726,Bacteria,NA,NA,NA,NA,NA,NA
OTU02727,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02728,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,NA,NA
OTU02729,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
OTU02730,Bacteria,NA,NA,NA,NA,NA,NA
OTU02731,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,NA
OTU02732,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02733,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02734,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,JI49D030,NA,NA
OTU02735,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU02736,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,NA
OTU02737,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
OTU02738,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU02739,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,NA
OTU02740,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
OTU02741,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU02742,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02743,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA
OTU02744,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02745,Bacteria,NA,NA,NA,NA,NA,NA
OTU02746,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02747,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succinispira,NA
OTU02748,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02749,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02750,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02751,Bacteria,NA,NA,NA,NA,NA,NA
OTU02752,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU02753,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02754,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,NA
OTU02755,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA,NA
OTU02756,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
OTU02757,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02758,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
OTU02759,Bacteria,Patescibacteria,NA,NA,NA,NA,NA
OTU02760,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02761,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
OTU02762,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA
OTU02763,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
OTU02764,Bacteria,NA,NA,NA,NA,NA,NA
OTU02765,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02766,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,NA
OTU02767,Bacteria,NA,NA,NA,NA,NA,NA
OTU02768,Bacteria,WS4,NA,NA,NA,NA,NA
OTU02769,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,NA
OTU02770,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Howardella,ureilytica
OTU02771,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
OTU02772,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
OTU02773,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU02774,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,NA,NA
OTU02775,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU02776,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,NA,NA
OTU02777,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
OTU02778,Bacteria,NA,NA,NA,NA,NA,NA
OTU02779,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,NA
OTU02780,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02781,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,NA
OTU02782,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,NA
OTU02783,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA,NA
OTU02784,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
OTU02785,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
OTU02786,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12411,NA,NA
OTU02787,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter,NA
OTU02788,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens,NA
OTU02789,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
OTU02790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
OTU02791,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,NA
OTU02792,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02793,Bacteria,Patescibacteria,CPR2,NA,NA,NA,NA
OTU02794,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV114,NA
OTU02795,Bacteria,NA,NA,NA,NA,NA,NA
OTU02796,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium,NA
OTU02797,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
OTU02798,Bacteria,NA,NA,NA,NA,NA,NA
OTU02799,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU02800,Bacteria,Spirochaetota,MVP-15,NA,NA,NA,NA
OTU02801,Bacteria,Patescibacteria,Parcubacteria,Candidatus Lloydbacteria,NA,NA,NA
OTU02802,Bacteria,NA,NA,NA,NA,NA,NA
OTU02803,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,NA,NA
OTU02804,Bacteria,NA,NA,NA,NA,NA,NA
OTU02805,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02806,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
OTU02807,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,NA,NA,NA
OTU02808,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
OTU02809,Bacteria,NA,NA,NA,NA,NA,NA
OTU02810,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
OTU02811,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
OTU02812,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02813,Bacteria,NA,NA,NA,NA,NA,NA
OTU02814,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA
OTU02815,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,NA,NA
OTU02816,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU02817,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
OTU02818,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Murdochiella,NA
OTU02819,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,NA
OTU02820,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,NA
OTU02821,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-003,NA
OTU02822,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA
OTU02823,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,NA
OTU02824,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU02825,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
OTU02826,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
OTU02827,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
OTU02828,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02829,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA,NA
OTU02830,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU02831,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02832,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,NA
OTU02833,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
OTU02834,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02835,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02836,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,odoratus
OTU02837,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA
OTU02838,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02839,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02840,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
OTU02841,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU02842,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,NA
OTU02843,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02844,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02845,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
OTU02846,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA,NA
OTU02847,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Nostocoida,NA
OTU02848,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02849,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Ignatzschineria,NA
OTU02850,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU02851,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA
OTU02852,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,NA,NA,NA
OTU02853,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dielma,NA
OTU02854,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
OTU02855,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
OTU02856,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
OTU02857,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
OTU02858,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,NA,NA
OTU02859,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima,NA
OTU02860,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
OTU02861,Bacteria,Firmicutes,NA,NA,NA,NA,NA
OTU02862,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,NA
OTU02863,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
OTU02864,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02865,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
OTU02866,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA
OTU02867,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU02868,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,NA
OTU02869,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,NA,NA,NA
OTU02870,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,NA
OTU02871,Bacteria,NA,NA,NA,NA,NA,NA
OTU02872,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02873,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
OTU02874,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
OTU02875,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,NA
OTU02876,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
OTU02877,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,NA
OTU02878,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
OTU02879,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
OTU02880,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU02881,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
OTU02882,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
OTU02883,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus Competibacter,NA
OTU02884,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
OTU02885,Bacteria,NA,NA,NA,NA,NA,NA
OTU02886,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
OTU02887,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
OTU02888,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,NA
OTU02889,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
OTU02890,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,NA
OTU02891,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
OTU02892,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
OTU02893,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
OTU02894,Bacteria,Acidobacteriota,c5LKS83,NA,NA,NA,NA
OTU02895,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,NA
OTU02896,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
OTU02897,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
OTU02898,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
OTU02899,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU02900,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
OTU02901,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
OTU02902,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
OTU02903,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
OTU02904,Bacteria,NA,NA,NA,NA,NA,NA
